Run	BioSample	Species	LibraryType	Group
SRR26675024	SAMN37998766	Eucalyptus_melliodora		
SRR26675239	SAMN37998769	Eucalyptus_melliodora		
SRR26675212	SAMN37998770	Eucalyptus_melliodora		
SRR26675185	SAMN37998771	Eucalyptus_melliodora		
SRR26675030	SAMN37998773	Eucalyptus_melliodora		
SRR26674850	SAMN37998775	Eucalyptus_melliodora		
SRR26675022	SAMN37998776	Eucalyptus_melliodora		
SRR26674989	SAMN37998779	Eucalyptus_melliodora		
SRR26674838	SAMN37998781	Eucalyptus_melliodora		
SRR26674827	SAMN37998782	Eucalyptus_melliodora		
SRR26675250	SAMN37998795	Eucalyptus_melliodora		
SRR26675126	SAMN37998796	Eucalyptus_melliodora		
SRR26675115	SAMN37998797	Eucalyptus_melliodora		
SRR26675104	SAMN37998798	Eucalyptus_melliodora		
SRR26674935	SAMN37998799	Eucalyptus_melliodora		
SRR26674924	SAMN37998800	Eucalyptus_melliodora		
SRR26674913	SAMN37998801	Eucalyptus_melliodora		
SRR26674773	SAMN37998802	Eucalyptus_melliodora		
SRR26674762	SAMN37998803	Eucalyptus_melliodora		
SRR26675234	SAMN37998804	Eucalyptus_melliodora		
SRR26675223	SAMN37998805	Eucalyptus_melliodora		
SRR26675211	SAMN37998806	Eucalyptus_melliodora		
SRR26675088	SAMN37998807	Eucalyptus_melliodora		
SRR26675077	SAMN37998808	Eucalyptus_melliodora		
SRR26674908	SAMN37998809	Eucalyptus_melliodora		
SRR26674897	SAMN37998810	Eucalyptus_melliodora		
SRR26674886	SAMN37998811	Eucalyptus_melliodora		
SRR26674746	SAMN37998812	Eucalyptus_melliodora		
SRR26674735	SAMN37998813	Eucalyptus_melliodora		
SRR26675207	SAMN37998814	Eucalyptus_melliodora		
SRR26675196	SAMN37998815	Eucalyptus_melliodora		
SRR26675184	SAMN37998816	Eucalyptus_melliodora		
SRR26675061	SAMN37998817	Eucalyptus_melliodora		
SRR26675050	SAMN37998818	Eucalyptus_melliodora		
SRR26674881	SAMN37998819	Eucalyptus_melliodora		
SRR26674870	SAMN37998820	Eucalyptus_melliodora		
SRR26674859	SAMN37998821	Eucalyptus_melliodora		
SRR26675314	SAMN37998822	Eucalyptus_melliodora		
SRR26675303	SAMN37998823	Eucalyptus_melliodora		
SRR26675180	SAMN37998824	Eucalyptus_melliodora		
SRR26675157	SAMN37998826	Eucalyptus_melliodora		
SRR26675039	SAMN37998827	Eucalyptus_melliodora		
SRR26675038	SAMN37998828	Eucalyptus_melliodora		
SRR26675037	SAMN37998829	Eucalyptus_melliodora		
SRR26675036	SAMN37998830	Eucalyptus_melliodora		
SRR26675035	SAMN37998831	Eucalyptus_melliodora		
SRR26675034	SAMN37998832	Eucalyptus_melliodora		
SRR26675033	SAMN37998833	Eucalyptus_melliodora		
SRR26675032	SAMN37998834	Eucalyptus_melliodora		
SRR26675031	SAMN37998835	Eucalyptus_melliodora		
SRR26675029	SAMN37998836	Eucalyptus_melliodora		
SRR26675028	SAMN37998837	Eucalyptus_melliodora		
SRR26675027	SAMN37998838	Eucalyptus_melliodora		
SRR26675026	SAMN37998839	Eucalyptus_melliodora		
SRR26675025	SAMN37998840	Eucalyptus_melliodora		
SRR26675322	SAMN37998841	Eucalyptus_melliodora		
SRR26675331	SAMN37998842	Eucalyptus_melliodora		
SRR26675330	SAMN37998843	Eucalyptus_melliodora		
SRR26675329	SAMN37998844	Eucalyptus_melliodora		
SRR26675328	SAMN37998845	Eucalyptus_melliodora		
SRR26675326	SAMN37998846	Eucalyptus_melliodora		
SRR26675325	SAMN37998847	Eucalyptus_melliodora		
SRR26675324	SAMN37998848	Eucalyptus_melliodora		
SRR26675323	SAMN37998849	Eucalyptus_melliodora		
SRR26674856	SAMN37998850	Eucalyptus_melliodora		
SRR26674855	SAMN37998851	Eucalyptus_melliodora		
SRR26674854	SAMN37998852	Eucalyptus_melliodora		
SRR26674853	SAMN37998853	Eucalyptus_melliodora		
SRR26674852	SAMN37998854	Eucalyptus_melliodora		
SRR26674851	SAMN37998855	Eucalyptus_melliodora		
SRR26674849	SAMN37998856	Eucalyptus_melliodora		
SRR26674848	SAMN37998857	Eucalyptus_melliodora		
SRR26674847	SAMN37998858	Eucalyptus_melliodora		
SRR26674846	SAMN37998859	Eucalyptus_melliodora		
SRR26674845	SAMN37998860	Eucalyptus_melliodora		
SRR26674844	SAMN37998861	Eucalyptus_melliodora		
SRR26674843	SAMN37998862	Eucalyptus_melliodora		
SRR26674842	SAMN37998863	Eucalyptus_melliodora		
SRR26674841	SAMN37998864	Eucalyptus_melliodora		
SRR26675021	SAMN37998866	Eucalyptus_melliodora		
SRR26675020	SAMN37998867	Eucalyptus_melliodora		
SRR26675019	SAMN37998868	Eucalyptus_melliodora		
SRR26675018	SAMN37998869	Eucalyptus_melliodora		
SRR26675017	SAMN37998870	Eucalyptus_melliodora		
SRR26675016	SAMN37998871	Eucalyptus_melliodora		
SRR26675015	SAMN37998872	Eucalyptus_melliodora		
SRR26675010	SAMN37998876	Eucalyptus_melliodora		
SRR26675008	SAMN37998878	Eucalyptus_melliodora		
SRR26675004	SAMN37998882	Eucalyptus_melliodora		
SRR26675003	SAMN37998883	Eucalyptus_melliodora		
SRR26675002	SAMN37998884	Eucalyptus_melliodora		
SRR26674999	SAMN37998886	Eucalyptus_melliodora		
SRR26674998	SAMN37998887	Eucalyptus_melliodora		
SRR26674997	SAMN37998888	Eucalyptus_melliodora		
SRR26674995	SAMN37998890	Eucalyptus_melliodora		
SRR26674994	SAMN37998891	Eucalyptus_melliodora		
SRR26674993	SAMN37998892	Eucalyptus_melliodora		
SRR26674992	SAMN37998893	Eucalyptus_melliodora		
SRR26674990	SAMN37998895	Eucalyptus_melliodora		
SRR26674988	SAMN37998896	Eucalyptus_melliodora		
SRR26674987	SAMN37998897	Eucalyptus_melliodora		
SRR26674986	SAMN37998898	Eucalyptus_melliodora		
SRR26674985	SAMN37998899	Eucalyptus_melliodora		
SRR26674984	SAMN37998900	Eucalyptus_melliodora		
SRR26674983	SAMN37998901	Eucalyptus_melliodora		
SRR26674982	SAMN37998902	Eucalyptus_melliodora		
SRR26674981	SAMN37998903	Eucalyptus_melliodora		
SRR26674980	SAMN37998904	Eucalyptus_melliodora		
SRR26674979	SAMN37998905	Eucalyptus_melliodora		
SRR26674977	SAMN37998906	Eucalyptus_melliodora		
SRR26674976	SAMN37998907	Eucalyptus_melliodora		
SRR26674975	SAMN37998908	Eucalyptus_melliodora		
SRR26674974	SAMN37998909	Eucalyptus_melliodora		
SRR26674973	SAMN37998910	Eucalyptus_melliodora		
SRR26674970	SAMN37998913	Eucalyptus_melliodora		
SRR26674969	SAMN37998914	Eucalyptus_melliodora		
SRR26674840	SAMN37998915	Eucalyptus_melliodora		
SRR26674837	SAMN37998916	Eucalyptus_melliodora		
SRR26674834	SAMN37998919	Eucalyptus_melliodora		
SRR26674823	SAMN37998929	Eucalyptus_melliodora		
SRR26674822	SAMN37998930	Eucalyptus_melliodora		
SRR26674821	SAMN37998931	Eucalyptus_melliodora		
SRR26674820	SAMN37998932	Eucalyptus_melliodora		
SRR26674815	SAMN37998936	Eucalyptus_melliodora		
SRR26674814	SAMN37998937	Eucalyptus_melliodora		
SRR26675281	SAMN37998952	Eucalyptus_melliodora		
SRR26675272	SAMN37998960	Eucalyptus_melliodora		
SRR26675271	SAMN37998961	Eucalyptus_melliodora		
SRR26675270	SAMN37998962	Eucalyptus_melliodora		
SRR26675268	SAMN37998964	Eucalyptus_melliodora		
SRR26675145	SAMN37998973	Eucalyptus_melliodora		
SRR26675144	SAMN37998974	Eucalyptus_melliodora		
SRR26675143	SAMN37998975	Eucalyptus_melliodora		
SRR26675141	SAMN37998976	Eucalyptus_melliodora		
SRR26675140	SAMN37998977	Eucalyptus_melliodora		
SRR26675139	SAMN37998978	Eucalyptus_melliodora		
SRR26675138	SAMN37998979	Eucalyptus_melliodora		
SRR26675137	SAMN37998980	Eucalyptus_melliodora		
SRR26675136	SAMN37998981	Eucalyptus_melliodora		
SRR26675135	SAMN37998982	Eucalyptus_melliodora		
SRR26675134	SAMN37998983	Eucalyptus_melliodora		
SRR26675128	SAMN37998988	Eucalyptus_melliodora		
SRR26674967	SAMN37998991	Eucalyptus_melliodora		
SRR26674963	SAMN37998995	Eucalyptus_melliodora		
SRR26674958	SAMN37998999	Eucalyptus_melliodora		
SRR26674957	SAMN37999000	Eucalyptus_melliodora		
SRR26674956	SAMN37999001	Eucalyptus_melliodora		
SRR26674955	SAMN37999002	Eucalyptus_melliodora		
SRR26674954	SAMN37999003	Eucalyptus_melliodora		
SRR26674953	SAMN37999004	Eucalyptus_melliodora		
SRR26674952	SAMN37999005	Eucalyptus_melliodora		
SRR26674948	SAMN37999008	Eucalyptus_melliodora		
SRR26674947	SAMN37999009	Eucalyptus_melliodora		
SRR26674946	SAMN37999010	Eucalyptus_melliodora		
SRR26674945	SAMN37999011	Eucalyptus_melliodora		
SRR26674944	SAMN37999012	Eucalyptus_melliodora		
SRR26674943	SAMN37999013	Eucalyptus_melliodora		
SRR26674808	SAMN37999018	Eucalyptus_melliodora		
SRR26674807	SAMN37999019	Eucalyptus_melliodora		
SRR26674805	SAMN37999021	Eucalyptus_melliodora		
SRR26675258	SAMN37999048	Eucalyptus_melliodora		
SRR26675257	SAMN37999049	Eucalyptus_melliodora		
SRR26675256	SAMN37999050	Eucalyptus_melliodora		
SRR26675255	SAMN37999051	Eucalyptus_melliodora		
SRR26675254	SAMN37999052	Eucalyptus_melliodora		
SRR26675253	SAMN37999053	Eucalyptus_melliodora		
SRR26675252	SAMN37999054	Eucalyptus_melliodora		
SRR26675251	SAMN37999055	Eucalyptus_melliodora		
SRR26675249	SAMN37999056	Eucalyptus_melliodora		
SRR26675248	SAMN37999057	Eucalyptus_melliodora		
SRR26675247	SAMN37999058	Eucalyptus_melliodora		
SRR26675246	SAMN37999059	Eucalyptus_melliodora		
SRR26675245	SAMN37999060	Eucalyptus_melliodora		
SRR26675241	SAMN37999064	Eucalyptus_melliodora		
SRR26675240	SAMN37999065	Eucalyptus_melliodora		
SRR26675125	SAMN37999066	Eucalyptus_melliodora		
SRR26675124	SAMN37999067	Eucalyptus_melliodora		
SRR26675123	SAMN37999068	Eucalyptus_melliodora		
SRR26675119	SAMN37999072	Eucalyptus_melliodora		
SRR26675116	SAMN37999075	Eucalyptus_melliodora		
SRR26675113	SAMN37999077	Eucalyptus_melliodora		
SRR26675112	SAMN37999078	Eucalyptus_melliodora		
SRR26675111	SAMN37999079	Eucalyptus_melliodora		
SRR26675110	SAMN37999080	Eucalyptus_melliodora		
SRR26675109	SAMN37999081	Eucalyptus_melliodora		
SRR26675108	SAMN37999082	Eucalyptus_melliodora		
SRR26675107	SAMN37999083	Eucalyptus_melliodora		
SRR26675106	SAMN37999084	Eucalyptus_melliodora		
SRR26675105	SAMN37999085	Eucalyptus_melliodora		
SRR26675103	SAMN37999086	Eucalyptus_melliodora		
SRR26675101	SAMN37999088	Eucalyptus_melliodora		
SRR26675100	SAMN37999089	Eucalyptus_melliodora		
SRR26675099	SAMN37999090	Eucalyptus_melliodora		
SRR26674940	SAMN37999091	Eucalyptus_melliodora		
SRR26674937	SAMN37999094	Eucalyptus_melliodora		
SRR26674936	SAMN37999095	Eucalyptus_melliodora		
SRR26674934	SAMN37999096	Eucalyptus_melliodora		
SRR26674933	SAMN37999097	Eucalyptus_melliodora		
SRR26674932	SAMN37999098	Eucalyptus_melliodora		
SRR26674931	SAMN37999099	Eucalyptus_melliodora		
SRR26674930	SAMN37999100	Eucalyptus_melliodora		
SRR26674929	SAMN37999101	Eucalyptus_melliodora		
SRR26674928	SAMN37999102	Eucalyptus_melliodora		
SRR26674927	SAMN37999103	Eucalyptus_melliodora		
SRR26674926	SAMN37999104	Eucalyptus_melliodora		
SRR26674919	SAMN37999110	Eucalyptus_melliodora		
SRR26674918	SAMN37999111	Eucalyptus_melliodora		
SRR26674917	SAMN37999112	Eucalyptus_melliodora		
SRR26674916	SAMN37999113	Eucalyptus_melliodora		
SRR26674915	SAMN37999114	Eucalyptus_melliodora		
SRR26674914	SAMN37999115	Eucalyptus_melliodora		
SRR26674782	SAMN37999117	Eucalyptus_melliodora		
SRR26674781	SAMN37999118	Eucalyptus_melliodora		
SRR26674779	SAMN37999120	Eucalyptus_melliodora		
SRR26674778	SAMN37999121	Eucalyptus_melliodora		
SRR26674777	SAMN37999122	Eucalyptus_melliodora		
SRR26674776	SAMN37999123	Eucalyptus_melliodora		
SRR26674775	SAMN37999124	Eucalyptus_melliodora		
SRR26674774	SAMN37999125	Eucalyptus_melliodora		
SRR26674772	SAMN37999126	Eucalyptus_melliodora		
SRR26674771	SAMN37999127	Eucalyptus_melliodora		
SRR26674770	SAMN37999128	Eucalyptus_melliodora		
SRR26674769	SAMN37999129	Eucalyptus_melliodora		
SRR26674768	SAMN37999130	Eucalyptus_melliodora		
SRR26674767	SAMN37999131	Eucalyptus_melliodora		
SRR26674766	SAMN37999132	Eucalyptus_melliodora		
SRR26674765	SAMN37999133	Eucalyptus_melliodora		
SRR26674764	SAMN37999134	Eucalyptus_melliodora		
SRR26674763	SAMN37999135	Eucalyptus_melliodora		
SRR26674761	SAMN37999136	Eucalyptus_melliodora		
SRR26674760	SAMN37999137	Eucalyptus_melliodora		
SRR26674759	SAMN37999138	Eucalyptus_melliodora		
SRR26674758	SAMN37999139	Eucalyptus_melliodora		
SRR26674757	SAMN37999140	Eucalyptus_melliodora		
SRR26674756	SAMN37999141	Eucalyptus_melliodora		
SRR26675238	SAMN37999142	Eucalyptus_melliodora		
SRR26675237	SAMN37999143	Eucalyptus_melliodora		
SRR26675236	SAMN37999144	Eucalyptus_melliodora		
SRR26675235	SAMN37999145	Eucalyptus_melliodora		
SRR26675233	SAMN37999146	Eucalyptus_melliodora		
SRR26675232	SAMN37999147	Eucalyptus_melliodora		
SRR26675231	SAMN37999148	Eucalyptus_melliodora		
SRR26675230	SAMN37999149	Eucalyptus_melliodora		
SRR26675229	SAMN37999150	Eucalyptus_melliodora		
SRR26675228	SAMN37999151	Eucalyptus_melliodora		
SRR26675227	SAMN37999152	Eucalyptus_melliodora		
SRR26675226	SAMN37999153	Eucalyptus_melliodora		
SRR26675225	SAMN37999154	Eucalyptus_melliodora		
SRR26675224	SAMN37999155	Eucalyptus_melliodora		
SRR26675222	SAMN37999156	Eucalyptus_melliodora		
SRR26675221	SAMN37999157	Eucalyptus_melliodora		
SRR26675220	SAMN37999158	Eucalyptus_melliodora		
SRR26675219	SAMN37999159	Eucalyptus_melliodora		
SRR26675218	SAMN37999160	Eucalyptus_melliodora		
SRR26675217	SAMN37999161	Eucalyptus_melliodora		
SRR26675216	SAMN37999162	Eucalyptus_melliodora		
SRR26675215	SAMN37999163	Eucalyptus_melliodora		
SRR26675214	SAMN37999164	Eucalyptus_melliodora		
SRR26675213	SAMN37999165	Eucalyptus_melliodora		
SRR26675098	SAMN37999166	Eucalyptus_melliodora		
SRR26675097	SAMN37999167	Eucalyptus_melliodora		
SRR26675096	SAMN37999168	Eucalyptus_melliodora		
SRR26675095	SAMN37999169	Eucalyptus_melliodora		
SRR26675094	SAMN37999170	Eucalyptus_melliodora		
SRR26675093	SAMN37999171	Eucalyptus_melliodora		
SRR26675092	SAMN37999172	Eucalyptus_melliodora		
SRR26675091	SAMN37999173	Eucalyptus_melliodora		
SRR26675090	SAMN37999174	Eucalyptus_melliodora		
SRR26675089	SAMN37999175	Eucalyptus_melliodora		
SRR26675087	SAMN37999176	Eucalyptus_melliodora		
SRR26675086	SAMN37999177	Eucalyptus_melliodora		
SRR26675085	SAMN37999178	Eucalyptus_melliodora		
SRR26675084	SAMN37999179	Eucalyptus_melliodora		
SRR26675083	SAMN37999180	Eucalyptus_melliodora		
SRR26675082	SAMN37999181	Eucalyptus_melliodora		
SRR26675081	SAMN37999182	Eucalyptus_melliodora		
SRR26675080	SAMN37999183	Eucalyptus_melliodora		
SRR26675079	SAMN37999184	Eucalyptus_melliodora		
SRR26675078	SAMN37999185	Eucalyptus_melliodora		
SRR26675076	SAMN37999186	Eucalyptus_melliodora		
SRR26675075	SAMN37999187	Eucalyptus_melliodora		
SRR26675074	SAMN37999188	Eucalyptus_melliodora		
SRR26675073	SAMN37999189	Eucalyptus_melliodora		
SRR26675072	SAMN37999190	Eucalyptus_melliodora		
SRR26675071	SAMN37999191	Eucalyptus_melliodora		
SRR26674912	SAMN37999192	Eucalyptus_melliodora		
SRR26674911	SAMN37999193	Eucalyptus_melliodora		
SRR26674910	SAMN37999194	Eucalyptus_melliodora		
SRR26674909	SAMN37999195	Eucalyptus_melliodora		
SRR26674907	SAMN37999196	Eucalyptus_melliodora		
SRR26674906	SAMN37999197	Eucalyptus_melliodora		
SRR26674905	SAMN37999198	Eucalyptus_melliodora		
SRR26674904	SAMN37999199	Eucalyptus_melliodora		
SRR26674903	SAMN37999200	Eucalyptus_melliodora		
SRR26674902	SAMN37999201	Eucalyptus_melliodora		
SRR26674901	SAMN37999202	Eucalyptus_melliodora		
SRR26674900	SAMN37999203	Eucalyptus_melliodora		
SRR26674899	SAMN37999204	Eucalyptus_melliodora		
SRR26674898	SAMN37999205	Eucalyptus_melliodora		
SRR26674896	SAMN37999206	Eucalyptus_melliodora		
SRR26674895	SAMN37999207	Eucalyptus_melliodora		
SRR26674894	SAMN37999208	Eucalyptus_melliodora		
SRR26674893	SAMN37999209	Eucalyptus_melliodora		
SRR26674892	SAMN37999210	Eucalyptus_melliodora		
SRR26674891	SAMN37999211	Eucalyptus_melliodora		
SRR26674890	SAMN37999212	Eucalyptus_melliodora		
SRR26674889	SAMN37999213	Eucalyptus_melliodora		
SRR26674888	SAMN37999214	Eucalyptus_melliodora		
SRR26674887	SAMN37999215	Eucalyptus_melliodora		
SRR26674885	SAMN37999216	Eucalyptus_melliodora		
SRR26674755	SAMN37999217	Eucalyptus_melliodora		
SRR26674754	SAMN37999218	Eucalyptus_melliodora		
SRR26674753	SAMN37999219	Eucalyptus_melliodora		
SRR26674752	SAMN37999220	Eucalyptus_melliodora		
SRR26674751	SAMN37999221	Eucalyptus_melliodora		
SRR26674750	SAMN37999222	Eucalyptus_melliodora		
SRR26674749	SAMN37999223	Eucalyptus_melliodora		
SRR26674748	SAMN37999224	Eucalyptus_melliodora		
SRR26674747	SAMN37999225	Eucalyptus_melliodora		
SRR26674745	SAMN37999226	Eucalyptus_melliodora		
SRR26674744	SAMN37999227	Eucalyptus_melliodora		
SRR26674743	SAMN37999228	Eucalyptus_melliodora		
SRR26674742	SAMN37999229	Eucalyptus_melliodora		
SRR26674741	SAMN37999230	Eucalyptus_melliodora		
SRR26674740	SAMN37999231	Eucalyptus_melliodora		
SRR26674739	SAMN37999232	Eucalyptus_melliodora		
SRR26674738	SAMN37999233	Eucalyptus_melliodora		
SRR26674737	SAMN37999234	Eucalyptus_melliodora		
SRR26674736	SAMN37999235	Eucalyptus_melliodora		
SRR26674734	SAMN37999236	Eucalyptus_melliodora		
SRR26674733	SAMN37999237	Eucalyptus_melliodora		
SRR26674732	SAMN37999238	Eucalyptus_melliodora		
SRR26674731	SAMN37999239	Eucalyptus_melliodora		
SRR26674730	SAMN37999240	Eucalyptus_melliodora		
SRR26674729	SAMN37999241	Eucalyptus_melliodora		
SRR26674728	SAMN37999242	Eucalyptus_melliodora		
SRR26675210	SAMN37999243	Eucalyptus_melliodora		
SRR26675209	SAMN37999244	Eucalyptus_melliodora		
SRR26675208	SAMN37999245	Eucalyptus_melliodora		
SRR26675206	SAMN37999246	Eucalyptus_melliodora		
SRR26675205	SAMN37999247	Eucalyptus_melliodora		
SRR26675204	SAMN37999248	Eucalyptus_melliodora		
SRR26675203	SAMN37999249	Eucalyptus_melliodora		
SRR26675202	SAMN37999250	Eucalyptus_melliodora		
SRR26675201	SAMN37999251	Eucalyptus_melliodora		
SRR26675200	SAMN37999252	Eucalyptus_melliodora		
SRR26675199	SAMN37999253	Eucalyptus_melliodora		
SRR26675198	SAMN37999254	Eucalyptus_melliodora		
SRR26675197	SAMN37999255	Eucalyptus_melliodora		
SRR26675195	SAMN37999256	Eucalyptus_melliodora		
SRR26675194	SAMN37999257	Eucalyptus_melliodora		
SRR26675193	SAMN37999258	Eucalyptus_melliodora		
SRR26675192	SAMN37999259	Eucalyptus_melliodora		
SRR26675191	SAMN37999260	Eucalyptus_melliodora		
SRR26675190	SAMN37999261	Eucalyptus_melliodora		
SRR26675189	SAMN37999262	Eucalyptus_melliodora		
SRR26675188	SAMN37999263	Eucalyptus_melliodora		
SRR26675187	SAMN37999264	Eucalyptus_melliodora		
SRR26675186	SAMN37999265	Eucalyptus_melliodora		
SRR26675183	SAMN37999266	Eucalyptus_melliodora		
SRR26675070	SAMN37999267	Eucalyptus_melliodora		
SRR26675069	SAMN37999268	Eucalyptus_melliodora		
SRR26675068	SAMN37999269	Eucalyptus_melliodora		
SRR26675067	SAMN37999270	Eucalyptus_melliodora		
SRR26675066	SAMN37999271	Eucalyptus_melliodora		
SRR26675065	SAMN37999272	Eucalyptus_melliodora		
SRR26675064	SAMN37999273	Eucalyptus_melliodora		
SRR26675063	SAMN37999274	Eucalyptus_melliodora		
SRR26675062	SAMN37999275	Eucalyptus_melliodora		
SRR26675060	SAMN37999276	Eucalyptus_melliodora		
SRR26675059	SAMN37999277	Eucalyptus_melliodora		
SRR26675058	SAMN37999278	Eucalyptus_melliodora		
SRR26675057	SAMN37999279	Eucalyptus_melliodora		
SRR26675056	SAMN37999280	Eucalyptus_melliodora		
SRR26675055	SAMN37999281	Eucalyptus_melliodora		
SRR26675054	SAMN37999282	Eucalyptus_melliodora		
SRR26675053	SAMN37999283	Eucalyptus_melliodora		
SRR26675052	SAMN37999284	Eucalyptus_melliodora		
SRR26675051	SAMN37999285	Eucalyptus_melliodora		
SRR26675049	SAMN37999286	Eucalyptus_melliodora		
SRR26675048	SAMN37999287	Eucalyptus_melliodora		
SRR26675047	SAMN37999288	Eucalyptus_melliodora		
SRR26675046	SAMN37999289	Eucalyptus_melliodora		
SRR26675045	SAMN37999290	Eucalyptus_melliodora		
SRR26675044	SAMN37999291	Eucalyptus_melliodora		
SRR26675043	SAMN37999292	Eucalyptus_melliodora		
SRR26674884	SAMN37999293	Eucalyptus_melliodora		
SRR26674883	SAMN37999294	Eucalyptus_melliodora		
SRR26674882	SAMN37999295	Eucalyptus_melliodora		
SRR26674880	SAMN37999296	Eucalyptus_melliodora		
SRR26674879	SAMN37999297	Eucalyptus_melliodora		
SRR26674878	SAMN37999298	Eucalyptus_melliodora		
SRR26674877	SAMN37999299	Eucalyptus_melliodora		
SRR26674876	SAMN37999300	Eucalyptus_melliodora		
SRR26674875	SAMN37999301	Eucalyptus_melliodora		
SRR26674874	SAMN37999302	Eucalyptus_melliodora		
SRR26674873	SAMN37999303	Eucalyptus_melliodora		
SRR26674872	SAMN37999304	Eucalyptus_melliodora		
SRR26674871	SAMN37999305	Eucalyptus_melliodora		
SRR26674869	SAMN37999306	Eucalyptus_melliodora		
SRR26674868	SAMN37999307	Eucalyptus_melliodora		
SRR26674867	SAMN37999308	Eucalyptus_melliodora		
SRR26674866	SAMN37999309	Eucalyptus_melliodora		
SRR26674865	SAMN37999310	Eucalyptus_melliodora		
SRR26674864	SAMN37999311	Eucalyptus_melliodora		
SRR26674863	SAMN37999312	Eucalyptus_melliodora		
SRR26674862	SAMN37999313	Eucalyptus_melliodora		
SRR26674861	SAMN37999314	Eucalyptus_melliodora		
SRR26674860	SAMN37999315	Eucalyptus_melliodora		
SRR26674858	SAMN37999316	Eucalyptus_melliodora		
SRR26674857	SAMN37999317	Eucalyptus_melliodora		
SRR26674727	SAMN37999318	Eucalyptus_melliodora		
SRR26675321	SAMN37999319	Eucalyptus_melliodora		
SRR26675320	SAMN37999320	Eucalyptus_melliodora		
SRR26675319	SAMN37999321	Eucalyptus_melliodora		
SRR26675318	SAMN37999322	Eucalyptus_melliodora		
SRR26675317	SAMN37999323	Eucalyptus_melliodora		
SRR26675316	SAMN37999324	Eucalyptus_melliodora		
SRR26675315	SAMN37999325	Eucalyptus_melliodora		
SRR26675313	SAMN37999326	Eucalyptus_melliodora		
SRR26675312	SAMN37999327	Eucalyptus_melliodora		
SRR26675311	SAMN37999328	Eucalyptus_melliodora		
SRR26675310	SAMN37999329	Eucalyptus_melliodora		
SRR26675309	SAMN37999330	Eucalyptus_melliodora		
SRR26675308	SAMN37999331	Eucalyptus_melliodora		
SRR26675307	SAMN37999332	Eucalyptus_melliodora		
SRR26675306	SAMN37999333	Eucalyptus_melliodora		
SRR26675305	SAMN37999334	Eucalyptus_melliodora		
SRR26675304	SAMN37999335	Eucalyptus_melliodora		
SRR26675302	SAMN37999336	Eucalyptus_melliodora		
SRR26675301	SAMN37999337	Eucalyptus_melliodora		
SRR26675300	SAMN37999338	Eucalyptus_melliodora		
SRR26675299	SAMN37999339	Eucalyptus_melliodora		
SRR26675298	SAMN37999340	Eucalyptus_melliodora		
SRR26675297	SAMN37999341	Eucalyptus_melliodora		
SRR26675296	SAMN37999342	Eucalyptus_melliodora		
SRR26675295	SAMN37999343	Eucalyptus_melliodora		
SRR26675182	SAMN37999344	Eucalyptus_melliodora		
SRR26675181	SAMN37999345	Eucalyptus_melliodora		
SRR26675179	SAMN37999346	Eucalyptus_melliodora		
SRR26675178	SAMN37999347	Eucalyptus_melliodora		
SRR26675177	SAMN37999348	Eucalyptus_melliodora		
SRR26675176	SAMN37999349	Eucalyptus_melliodora		
SRR26675175	SAMN37999350	Eucalyptus_melliodora		
SRR26675155	SAMN37999367	Eucalyptus_melliodora		
SRR26675042	SAMN37999368	Eucalyptus_melliodora		
SRR7153105	SAMN09197233	Eucalyptus_pauciflora		
SRR7153062	SAMN09197234	Eucalyptus_pauciflora		
SRR7153063	SAMN09197235	Eucalyptus_pauciflora		
SRR7153070	SAMN09197236	Eucalyptus_pauciflora		
SRR7153069	SAMN09197237	Eucalyptus_pauciflora		
SRR7153085	SAMN09197238	Eucalyptus_pauciflora		
SRR7153045	SAMN09197239	Eucalyptus_pauciflora		
SRR7153048	SAMN09197240	Eucalyptus_pauciflora		
SRR7161123	SAMN09205953	Eucalyptus_pauciflora		
SRR10335275	SAMN13074055	Eucalyptus_sideroxylon		
SRR10335286	SAMN13074055	Eucalyptus_sideroxylon		
SRR10339509	SAMN13074055	Eucalyptus_sideroxylon		
SRR10339520	SAMN13074055	Eucalyptus_sideroxylon		
SRR10339883	SAMN13074055	Eucalyptus_sideroxylon		
SRR10340211	SAMN13074055	Eucalyptus_sideroxylon		
SRR10335253	SAMN13074056	Eucalyptus_sideroxylon		
SRR10335264	SAMN13074056	Eucalyptus_sideroxylon		
SRR10339497	SAMN13074056	Eucalyptus_sideroxylon		
SRR10335230	SAMN13074057	Eucalyptus_sideroxylon		
SRR10335241	SAMN13074057	Eucalyptus_sideroxylon		
SRR10339369	SAMN13074057	Eucalyptus_sideroxylon		
SRR10339380	SAMN13074057	Eucalyptus_sideroxylon		
SRR10339447	SAMN13074057	Eucalyptus_sideroxylon		
SRR10339458	SAMN13074057	Eucalyptus_sideroxylon		
SRR10335377	SAMN13074064	Eucalyptus_sideroxylon		
SRR10335388	SAMN13074064	Eucalyptus_sideroxylon		
SRR10339754	SAMN13074064	Eucalyptus_sideroxylon		
SRR10335187	SAMN13074092	Eucalyptus_sideroxylon		
SRR10335198	SAMN13074092	Eucalyptus_sideroxylon		
SRR10339798	SAMN13074092	Eucalyptus_sideroxylon		
SRR10339799	SAMN13074092	Eucalyptus_sideroxylon		
SRR10339800	SAMN13074092	Eucalyptus_sideroxylon		
SRR10339801	SAMN13074092	Eucalyptus_sideroxylon		
SRR10335151	SAMN13074093	Eucalyptus_sideroxylon		
